candidate_id,source_record_number,source_filename,case_number,text_sha256,related_record_ids,reason,disposition
telegram-linked-precedent-9109d2f859ca133f0415cb2e,291,18 مجموعة الاحكام القضائية.pdf,1433/04,f6961cd523ccc02e7b70a7cd13d943d6456e68b7f11ab18d5a0cbd4ad1b69cca,telegram-linked-precedent-03474889577b744e8a121ff0;telegram-linked-precedent-17b22f21ac56c3f5d32ba591;telegram-linked-precedent-872c3ef867a87da6add7bb09;telegram-linked-precedent-9b0d1aeea6353639373d218e;telegram-linked-precedent-b562cd4750440c287aac64f9;telegram-linked-precedent-fc8f5302aaf89be013e2f025,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-0f89e22ad3d38c22d5c2d6ef,292,18 مجموعة الاحكام القضائية.pdf,1433/04,762d8f5d57b65aff0ac25540223b733e17ca913187b14503922ed8b6a30def02,telegram-linked-precedent-03474889577b744e8a121ff0;telegram-linked-precedent-17b22f21ac56c3f5d32ba591;telegram-linked-precedent-872c3ef867a87da6add7bb09;telegram-linked-precedent-9109d2f859ca133f0415cb2e;telegram-linked-precedent-9b0d1aeea6353639373d218e;telegram-linked-precedent-b562cd4750440c287aac64f9;telegram-linked-precedent-fc8f5302aaf89be013e2f025,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-727ede1e6a8f02fc5283c87d,293,18 مجموعة الاحكام القضائية.pdf,1433/04,00a3cc46980f4dcf059a5f3016124957ed6bf345aa3a4d9be92e930513d983b3,telegram-linked-precedent-03474889577b744e8a121ff0;telegram-linked-precedent-0f89e22ad3d38c22d5c2d6ef;telegram-linked-precedent-17b22f21ac56c3f5d32ba591;telegram-linked-precedent-872c3ef867a87da6add7bb09;telegram-linked-precedent-9109d2f859ca133f0415cb2e;telegram-linked-precedent-9b0d1aeea6353639373d218e;telegram-linked-precedent-b562cd4750440c287aac64f9;telegram-linked-precedent-fc8f5302aaf89be013e2f025,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-76e0946ac700106d9e47cd81,294,18 مجموعة الاحكام القضائية.pdf,1433/04,6fe1c92bf48bdd5d91acc5462dff820996ca3cdfaad642f8652cf97cec8aefaf,telegram-linked-precedent-03474889577b744e8a121ff0;telegram-linked-precedent-0f89e22ad3d38c22d5c2d6ef;telegram-linked-precedent-17b22f21ac56c3f5d32ba591;telegram-linked-precedent-727ede1e6a8f02fc5283c87d;telegram-linked-precedent-872c3ef867a87da6add7bb09;telegram-linked-precedent-9109d2f859ca133f0415cb2e;telegram-linked-precedent-9b0d1aeea6353639373d218e;telegram-linked-precedent-b562cd4750440c287aac64f9;telegram-linked-precedent-fc8f5302aaf89be013e2f025,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-3a43b48eb65ebf31b4a58db5,297,18 مجموعة الاحكام القضائية.pdf,33345475,d666a23888241326c0a1b495e87e02b92e6195e87147647cfeb9de6c48f5f561,collector-1434-v18-p148-33266415;moj-1434-v18-p148-33266415,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-3977cb6d6fb56a011eb96348,298,18 مجموعة الاحكام القضائية.pdf,33345475,332aa43a7842a470569caaec3f5285e71ce1f55c2c00307aab00ee26c177d85d,collector-1434-v18-p148-33266415;moj-1434-v18-p148-33266415;telegram-linked-precedent-3a43b48eb65ebf31b4a58db5,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-5a52fa5fbb6835d8204b1bfd,299,18 مجموعة الاحكام القضائية.pdf,33345475,086c67820807120b57b83ada34009fb3f8304ddc96d02e9a5cbe37b03f291b09,collector-1434-v18-p148-33266415;moj-1434-v18-p148-33266415;telegram-linked-precedent-3977cb6d6fb56a011eb96348;telegram-linked-precedent-3a43b48eb65ebf31b4a58db5,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-7ba6cee9cad7ec655258418f,301,18 مجموعة الاحكام القضائية.pdf,33473749,58ced4777359f67b399beb729d8a830f89e5fa7a77383266f71b90fc5483e746,collector-1434-v18-p182-33439718;moj-1434-v18-p182-33439718,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-6b224aa7dc59d3b2d094810f,302,18 مجموعة الاحكام القضائية.pdf,33475473,f61756130cc62a8c0ec4e51824dd8de8d89f30b5bdfd497dd7903106a9a2491d,collector-1434-v18-p193-33361642;moj-1434-v18-p193-33361642,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-6bd2e6e1cc6c034dac21f5f1,303,18 مجموعة الاحكام القضائية.pdf,33475473,d965453bcb96cfde27547dacb7c65ad333dc2889549fe31fe7ef8b3ce7def757,collector-1434-v18-p193-33361642;moj-1434-v18-p193-33361642;telegram-linked-precedent-6b224aa7dc59d3b2d094810f,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-26c0a4056161f07d99c80556,304,18 مجموعة الاحكام القضائية.pdf,39,0d6013247d62afa03146abae8e7e58f53fbc6184e6ae7cf678abed1d626be22d,telegram-linked-precedent-e5a95da5a985f0084c797dd5,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-8b0ecdb13eb9fb98a45c8ff8,306,18 مجموعة الاحكام القضائية.pdf,33606469,fe4bfcce7bd48b0e55a4d3ddfaca49ee6d743edddc75986bac56de67acfcb862,collector-1434-v18-p231-33483133;moj-1434-v18-p231-33483133,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-5de1a19246be2354b7bf8a54,308,18 مجموعة الاحكام القضائية.pdf,39,6750a0224d066bd7e856e2e1d0be38b0b834d015f84dc1eb96775e87b9174785,telegram-linked-precedent-26c0a4056161f07d99c80556;telegram-linked-precedent-e5a95da5a985f0084c797dd5,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-eb694b0eaa6aca59db2e78a1,314,18 مجموعة الاحكام القضائية.pdf,34111631,f7a6df972bbabf72c1d6fbb5e58abd0e79e3d244178391286b2391ec5e65a507,collector-1434-v18-p302-3460741;moj-1434-v18-p302-3460741,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-8fe1c3cdba80c98a54f6a255,316,18 مجموعة الاحكام القضائية.pdf,1434/04,f207926a53a7a9135ab108309946b703c671856d1ae5b837e31eb34b0380341b,telegram-linked-precedent-62fd7355e595930770e60b45;telegram-linked-precedent-77b61927a5c0b5330625fd9e,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-5a97fcfcaee3a063690798e5,317,18 مجموعة الاحكام القضائية.pdf,34163865,4d0ba4abb037ca259949b6fc927101dd4459e3a18c08ec354140554649965135,collector-1434-v18-p320-34184623;moj-1434-v18-p320-34184623;recovered-moj-1434-v18-p320-34184623,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-7b7c41766004e80851458e29,318,18 مجموعة الاحكام القضائية.pdf,34169514,f776598c45a428048d692238f6601cec27ee27ebfc7dc365b4838e3707d64bbd,collector-1434-v18-p337-34215354;moj-1434-v18-p337-34215354,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-cc69e7ab8d83762c1e763acb,321,18 مجموعة الاحكام القضائية.pdf,9798,d0b8eebd74537125bd50c327fd42aec48085dc7d5feb1fcde080837c18007897,telegram-linked-precedent-c9624d17ffa6dc5bef5896c6,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-3abb89fc9f994f5ab47e6658,323,18 مجموعة الاحكام القضائية.pdf,34176361,3358afd8bff973328a36d8d0ea874e7e6caa8cce8099002cf3856758b9b4fefe,collector-1434-v18-p383-34194415;moj-1434-v18-p383-34194415,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-5dd9d7c8afa3e2dc1dec9e24,324,18 مجموعة الاحكام القضائية.pdf,34177257,b504b784c49e4b84a590b6ab3198eb0a467419c205a644110e5dd6715a95fa22,collector-1434-v18-p389-34204202;moj-1434-v18-p389-34204202,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-95f3eb7b0cfbc4e55acf9ad6,328,18 مجموعة الاحكام القضائية.pdf,1434/04,50e40f7ccb4a69bf1a911e471d0edda2ac2a396da5895cbfc7b4628acc4d5c33,telegram-linked-precedent-62fd7355e595930770e60b45;telegram-linked-precedent-77b61927a5c0b5330625fd9e;telegram-linked-precedent-8fe1c3cdba80c98a54f6a255,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-f56aa13cfe4422fa0f68415c,330,18 مجموعة الاحكام القضائية.pdf,34203476,a3dc644f41be5eab71c5ba36dd73f61a874395d64b584b7f223a8b7c7dd313ff,collector-1434-v18-p411-34223849;moj-1434-v18-p411-34223849,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-26319898e3e8949169e0090f,331,18 مجموعة الاحكام القضائية.pdf,34269340,52e2ed60d6819b2b193f577cd734ea2db4f38caffa0002c7c089d4479f2da415,collector-1434-v18-p418-34243861;moj-1434-v18-p418-34243861,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-f999ca9f26ac3fbf933d20a7,336,18 مجموعة الاحكام القضائية.pdf,34328810,c048361d610321ff7302e5cd6effde37af286b7a7d531205337ad9e405af65ad,collector-1434-v18-p449-34279956;moj-1434-v18-p449-34279956,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-907e2af62594021d2b756393,337,18 مجموعة الاحكام القضائية.pdf,34337433,fa28230970872e694ef0625ac14cddd36a635920b36c367406c4e5b37845898f,collector-1434-v18-p456-34351504;moj-1434-v18-p456-34351504,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-ba43deb188c545ec136da4ac,339,18 مجموعة الاحكام القضائية.pdf,39,a38ab321f56bb59ae13571e6ee1ef33b1091ebb37b7f62eee946780abfb3caa6,telegram-linked-precedent-26c0a4056161f07d99c80556;telegram-linked-precedent-5de1a19246be2354b7bf8a54;telegram-linked-precedent-e5a95da5a985f0084c797dd5,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-5c2d74143c330a104c45bf8e,340,18 مجموعة الاحكام القضائية.pdf,34446231,1431b9d228bce6311ba163a2971341283fad34f19bf7bfeecb7f366b38e4fe2f,collector-1434-v18-p488-34340849;moj-1434-v18-p488-34340849;recovered-moj-1434-v18-p488-34340849,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-066512dd8012b7f16b9a6f30,407,8.pdf,24667,5d970bf5d5f95002bdae1cd282744f4c614f0dfb7a5b6b479969d02e5f3f5fbd,collector-1434-v8-p5-33277087;moj-1434-v8-p5-33277087,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-6c4dc7630721edc6465aaf0c,408,8.pdf,3415067,ba4a41e69861880d17b8778bb303cb84da797b9086793927a4031f96b3e3897c,collector-1434-v8-p11-34216111;moj-1434-v8-p11-34216111,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-b9044227bb7b39e253ecf9bf,409,8.pdf,32543116,53bbbd66ee10f2808ac66f94bb35fa0bd6e4a0169f9e671090eecc793620b4ff,collector-1434-v8-p15-32350265;moj-1434-v8-p15-32350265,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-bd686a7eb82ddaa27cb0cc64,411,8.pdf,3387,07afd074ac982a1c739d5b8a438849af533767da2f1efa0519da76f7429378e1,collector-1434-v8-p27-33227400;moj-1434-v8-p27-33227400,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-38950f8489fe06eea615abc3,412,8.pdf,3387,6dc52c5532198303ad1dcbbdaf66980342a7ed3f719f45f93bc85350b95ffb9c,collector-1434-v8-p27-33227400;moj-1434-v8-p27-33227400;telegram-linked-precedent-bd686a7eb82ddaa27cb0cc64,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-fe6a75a98c10ca10944d3328,418,8.pdf,3285587,3106d2eb1a4689fc1d4453afbb3475221599ba2a5c1f22453dab9ff8b2d29fee,collector-1434-v8-p57-33449382;moj-1434-v8-p57-33449382,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-1e9f2f4d10bf3d4e381a2fe0,419,8.pdf,33370010,b83e58302fb0bf3eabce7f3ddf08217041ce00c3a8b70e10e025fc659a7cf8dc,collector-1434-v8-p84-3436836;moj-1434-v8-p84-3436836,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-dbcdb7590d4e7fa96c8285e9,422,8.pdf,32191693,7847e07b87c4054acefd5b1d40f6f85b3f793be2c69d589dbf087a99be7a761c,collector-1434-v8-p104-33313847;moj-1434-v8-p104-33313847,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-0d00b422c55e368cbedffbd3,424,8.pdf,1184,189c8d42702573a8ce7d52714b6c8b86f3571c81df44d3980714d2fd9d982136,nafa-171-45-1184;text-f2111c0669dc718f94cf,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-e2003b5fa35f221cd14a3fdd,430,8.pdf,3256634,9d580fec5abaeb34585c34f3fcde7ee7fd78a0417f63e6c59aefcabdff3da5ad,collector-1434-v8-p260-33447677;moj-1434-v8-p260-33447677,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-91bcabc86418a95bc172a079,431,8.pdf,33529827,dab4845ba2e14484bc3dc18444d8c73ba8ecc6a349f3684ed47f3a7a6a2b583e,collector-1434-v8-p272-33407931;moj-1434-v8-p272-33407931,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-62bfd910155bb0eec2c12a0e,435,8.pdf,34217704,acfc3cbdaaacfbc809743bb554becbcd1e0d3f25b1d8deadddc2ce6bc243289f,collector-1434-v8-p316-34305617;moj-1434-v8-p316-34305617,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-999c64e78967275876d082a2,436,8.pdf,1434/05,e9162ae3244988fbd9347095848e2db0c9727077cbfab82f60470f61af6880f7,telegram-linked-precedent-707f5395e911e7c1c75fbd6b,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-71b96cedea7c092f7ff94e5e,437,8.pdf,34289348,e068b186f49b044bdc4db0b99159df2f5b9c89b5b0e10fa1367c067e2753d861,collector-1434-v8-p330-34291127;moj-1434-v8-p330-34291127,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-0241c0498871b33b85236e98,438,8.pdf,3351663,d4be5739f6b77af52ba28a10f83978978f3340cfe9feb349ef75ca4f513bd636,collector-1434-v8-p343-3457090;moj-1434-v8-p343-3457090,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-113e2ad2c84b732d1254cdca,440,8.pdf,34112070,72564c8931ea3c51599e599fc951425a265706256228cba2266dedc1c220b1ba,collector-1434-v8-p367-34289201;moj-1434-v8-p367-34289201,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-769429d2e54008bae2bd915d,443,_سوابق مخدرات .pdf,349847,9912b39da72ca1157a64d9ec02d8fdbd2d50dbf1c89072cb6179025fdc3bc798,collector-1434-v17-p5-3423184;moj-1434-v17-p5-3423184,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-146a76a46c8c8e87aa1c315d,447,_سوابق مخدرات .pdf,3429446,a4ba40a60fa3ecd8300f0899b19ee07edfb973f0bee0012ffe1381faf81561ad,collector-1434-v17-p75-3459890;moj-1434-v17-p75-3459890,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-d66b5571d5d8088dfa843065,448,_سوابق مخدرات .pdf,33644973,3d3a5dc2d2cea3e775dc1f9584b53dbd2851d4425912307f0851986e4eb054ae,collector-1434-v17-p83-33475491;moj-1434-v17-p83-33475491,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-aedbb86e35a034a06bb86c17,449,_سوابق مخدرات .pdf,34163330,f222db7bdd093f8104c8c9690ac9bbdb29049806f452972b5931ff64fb92340c,collector-1434-v17-p88-34198977;moj-1434-v17-p88-34198977,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-19eda9e5f7ed44ca838478b0,451,_سوابق مخدرات .pdf,34308056,f8de98fb3815e91a431afa9208d4f7c97bbe712800d7730a376283a95b291edd,collector-1434-v17-p115-34275215;moj-1434-v17-p115-34275215,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-b883f25b1947f8650decfe0e,452,_سوابق مخدرات .pdf,34323195,c1d76119ed519fed4e3e94ee10d821d8a663f7836bd073b238dfe7d1edc16ca0,collector-1434-v17-p121-34293408;moj-1434-v17-p121-34293408,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-ec55c1cf3c4749b8bca3e8c1,453,_سوابق مخدرات .pdf,34352362,99dd2356c87b621be38e0fbca057db41fb1468f0204db40c45d9628b82cbedc0,collector-1434-v17-p126-34292073;moj-1434-v17-p126-34292073,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-ff0b50d042cfde7c53a6d862,454,_سوابق مخدرات .pdf,39,52b91a203cca95c3822148002369116b8e296f990b8811a1364c86306a02d519,telegram-linked-precedent-26c0a4056161f07d99c80556;telegram-linked-precedent-5de1a19246be2354b7bf8a54;telegram-linked-precedent-ba43deb188c545ec136da4ac;telegram-linked-precedent-e5a95da5a985f0084c797dd5,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-6667893f75c82e87e46ba67e,455,_سوابق مخدرات .pdf,1434,477fb8f38ce27d0ed342978cae514d8220d1f2fd0b819ac0f10cbb3eab4b6034,telegram-linked-precedent-424b5662d221cec5cc237d42,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-9b77ca870c7c558b276da36c,459,_سوابق مخدرات .pdf,1434/01,50d5a2803e5ccc5860e95242dd35b0bfc88ddbf82e836a8c37a07e4d109c359f,telegram-linked-precedent-a55d2c2aea22dd6bcc438d99,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-9c0862e9e1bd22b6dbbff76a,461,_سوابق مخدرات .pdf,1434/01,4799e37f1b971cf31ae36c0e9cf63a05267eb6978feefe3b493c392b7123a913,telegram-linked-precedent-9b77ca870c7c558b276da36c;telegram-linked-precedent-a55d2c2aea22dd6bcc438d99,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-8c420c1c70a031c440b776ab,462,_سوابق مخدرات .pdf,1434/01,6cf764124a6c14e71f7a1dc5d6d130fbeb92a0fb8dff295cbae41d723fcddd14,telegram-linked-precedent-9b77ca870c7c558b276da36c;telegram-linked-precedent-9c0862e9e1bd22b6dbbff76a;telegram-linked-precedent-a55d2c2aea22dd6bcc438d99,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-3c8cdb9a510992b91bfbb138,466,_سوابق مخدرات .pdf,3434976,9d17bf431a4aa6f6afd43f5e60d7586beda393c68f0d9bd8cf427a4d24588b64,collector-1434-v17-p375-3422247;moj-1434-v17-p375-3422247,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-2b6f312b9a733a6f958c4b4d,471,_سوابق مخدرات .pdf,51,bf5900baa665cd56de9a14158882642c153135f821b0c10e507badd4cbbce78a,telegram-linked-precedent-21656b09d22c442586f38ff6,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-24388a44072475f62e49dc77,474,_سوابق مخدرات .pdf,3441813,e707b453386a4859d70c24b3918f78865a9c8776e001ca55a52ae4cd3f9e0753,collector-1434-v17-p425-3457461;moj-1434-v17-p425-3457461,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-a923d4d326fb8649b3a4e2a1,475,_سوابق مخدرات .pdf,53,da90ec485dc453fbdfa213cf5db3d7bdf80ce82ef4522ccdf09f6f08c095e254,telegram-linked-precedent-e953b52a4ccb909e8422af76,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-330977bfb042d9303c7cdbb6,477,_سوابق مخدرات .pdf,1434,affe7c35ea92695c4083b135f4726ff36dc38fc4d18172e5adf75dda74302d12,telegram-linked-precedent-424b5662d221cec5cc237d42;telegram-linked-precedent-6667893f75c82e87e46ba67e,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-c94a2dae04d6431ff5864a52,521,9.pdf,34186030,2fea880a9dd9ced97485a448b9f80224afbd4f94ca3c80620d5c11985e5ea222,collector-1434-v9-p78-34311046;moj-1434-v9-p78-34311046,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-d8486dfc22e119c43ff0e53b,524,9.pdf,3420212,ef7cb97283382c999ffc51aaa79dbfdddf8745bf1a0ce13823d9a3bc0233e479,collector-1434-v9-p245-34189207;moj-1434-v9-p245-34189207,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-770fb3982b40261c98c9af26,527,9.pdf,33270955,b9e4a44d14d4899d05d30c7ab8b9b9bb0efead2ad55ebdd6d53585812e0a6428,collector-1434-v9-p260-3458940;moj-1434-v9-p260-3458940,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-36eb6519f78b7e8b27ad6eec,529,9.pdf,33677765,214dfd4f0f5535329b89ed80378ec17d62dd5e7928e7c6cd37d2620cea5536bb,collector-1434-v9-p273-34260389;moj-1434-v9-p273-34260389,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-156ff2eaf77debd5d7e88dbe,530,9.pdf,34187285,b660ed258acf642045581719f30f70b3bf99b73ce3189ee16fc25814cc71b527,collector-1434-v9-p279-34259015;moj-1434-v9-p279-34259015,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-f66a83c0974e7b48fe6704ce,534,9.pdf,33205648,f99d15e1e0911e8142a96d4858d68111e28073529154037521750e2b97a2fd86,collector-1434-v9-p330-33440804,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-6f8e0a1cf2e5e2c81664b0eb,535,9.pdf,13838,c91e48a674570433f8248954c217324bb951f120bd103230f8a06b47cc678a35,collector-1434-v9-p339-33334176;moj-1434-v9-p339-33334176,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-020cf4e23441c7ffa61a3f19,536,9.pdf,32322052,e71942578ca60e053df7450b2a7f1e2535333ff6b7c9a7ddf788d88c957b416c,collector-1434-v9-p365-33363338;moj-1434-v9-p365-33363338,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-1214fefd41e7666a127e39b5,538,9.pdf,56230207,bc1d6f8bea2dd6ab530428307c718e863026f8554ba7c0bcf9096891ecc41468,collector-1434-v9-p390-33439471;moj-1434-v9-p390-33439471,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-de3974d16834970c2ed4f011,540,9.pdf,33193324,01c01db0dffc72e59f229c595cb8a67f6cb4f26fefac3ca29885c7b9755d018a,collector-1434-v9-p420-34225205;moj-1434-v9-p420-34225205,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-6f670f52118d9badd121b441,543,10.pdf,1433/10,8729a54c3897b365fdaa8c0530fca1fefc249ace080a32f3b8a9330b3c2410d7,telegram-linked-precedent-d9e8ddd5bfae6ece754a96e6,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-5936a96776b53982241f3dd2,545,10.pdf,5414,cd2bd64f43500e6c53a54516af9a625dbc22d2cc1e0fba6e8452a9ff8c3f713b,nafa-171-116-5414;text-837307b10dab8b49e1cd,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-0b9bcc6dfc5a3b5bf14e44ff,550,10.pdf,33176332,55eefd3a1f53eecb9b347cbafafd8cd1f44c1f21b0ca47f3e2d8507287760b92,collector-1434-v10-p53-33448197;moj-1434-v10-p53-33448197,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-48fe7e70422e09be791bcc05,552,10.pdf,1434/02,768afa848d042740db22f3476b17f36306f3dc8b5ae49d15763ba26fdf82cb1b,telegram-linked-precedent-4faffea02e9fa9ff46e1bc62;telegram-linked-precedent-cf7516f6441d33eab88fc677,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-a240412baaa9f470a53a7d4c,553,10.pdf,3418825,814c94e395bf3bd08d9c6c5fb7fc4abb9d36b984a56afceda6543deefd42b425,collector-1434-v10-p74-34219920;moj-1434-v10-p74-34219920,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-1e9691154664b50ad9a20686,554,10.pdf,34128953,d24fc26d66889a511a591e725da73c3e5169b9fc4e6bdbc9f0dfbad81591771a,collector-1434-v10-p85-34338542;moj-1434-v10-p85-34338542,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-0be6cf65cf6cbb6c1f1f418a,566,10.pdf,46510,ec9cf32eb600ff97820e09d4570709b9e8c6f3e9125b894fe6eac7f0225e0063,collector-1434-v10-p167-33165950;moj-1434-v10-p167-33165950,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-4f6fc32d6f2645b8b691e11b,569,10.pdf,3344473,d6dd874a024dfa5a6cf5df6203147b8e8bf09814dab1ad516008415c626ea4c7,collector-1434-v10-p192-33319506;moj-1434-v10-p192-33319506,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-fdb3d26203dac5726bc38c58,572,10.pdf,3498431,44920fdba0cafa1d51a49920cca32483a4cff14a2eda3ba2bbb440f10b40927e,collector-1434-v10-p219-34255305;moj-1434-v10-p219-34255305,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-26f3376f13b3005a0d1dad1a,576,10.pdf,32222418,bbf0d4fc62fcd12a92049c2dc0cc98f24343fe3dc46e27f4f5c7db020a1c4998,collector-1434-v10-p241-33108865;moj-1434-v10-p241-33108865,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-4ff1ccca9834100fd24d1abe,578,10.pdf,32354150,1c60118c1004f6938e00233b18db88db67e1cde0519f11ed5d6ace43f05bb1bc,collector-1434-v10-p264-33412454;moj-1434-v10-p264-33412454,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-3c3eed14c1b652b69aadb72e,583,10.pdf,33199867,da378d72d51d606287de3e85a9a1cbd80fec504769d4d5eecd2c110997f7fdc2,collector-1434-v10-p307-33450924;moj-1434-v10-p307-33450924,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-28398b3b08cd684679a34c98,585,10.pdf,93,ee875f855df87b744a2450328bfbc5f2374ca5a2ae696074aa3d0e234147e3cc,telegram-linked-precedent-e1df827e654a8cc4822343ee,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-ee8525b58c7c89039e0b8c2e,586,10.pdf,1433/08,31e07d155407e9a9d246eb4b4e3ed021409ab705f61757d8829d39ae5a963a79,telegram-linked-precedent-23700d77ce6d6ce9285a73a0;telegram-linked-precedent-f479e683e9d536db6673996e,same_case_reference_distinct_or_unconfirmed_text,manual_review
telegram-linked-precedent-967fff26193cc600d38dfb9a,588,10.pdf,1434/03,e10afa87e4797cf1aca1449118272bdf772314ca61cfe5752b17bd20174303ff,telegram-linked-precedent-388a15da51e6686ec01025b7,same_case_reference_distinct_or_unconfirmed_text,manual_review
