source_id,level,sha_or_key,canonical_record,match_method
171,document,e4a1955ce272b38f391144333ed48a27366e891c09d9371b993b7981a9a66de8,nafa-171-79-471,same_legal_identity
171,document,183800ad03e827ab9d5ac94522780e322999a49ffa62cfe5d804a7a667d4b061,nafa-171-28-11016,same_legal_identity
171,document,0ae83768fb88c9742bfc7515821b06da15b3205230c9d5273ffe7f0b97a81a27,nafa-171-18-1572,same_legal_identity
301,document,80b232126831d0e7d40080832377db304b062d46e055e3a4f439a38a100a761b,nafa-299-1-431,same_legal_identity
307,document,85a48901a57c916ad490b9ee217b63c7a7cf8a5a9dfa28df15441ec68dc82f99,nafa-306-1-432,same_legal_identity
812,source,9e637fcb44d63e2f73aa72d0871a4393204df9db7d3c410aa1ffd8b604d91d3a,501,exact_binary
856,source,7a4eedfe8c2bc080f4f6334273ea64257f19e6e8f9e6920821ca32ce256270ac,854,exact_binary
1083,document,50cb07da6e3b422ed581a8cca206fd64ed400ad926859b438fdf22a225b7f3f3,existing_deed:3314438,deed_number
1087,document,e2d2473936d34c7220cee7d2950a466120ba86cdd5a655048b26f21674965ab0,existing_deed:33227400,deed_number
1088,document,9c51c199ca22d92a3ffa8253b58f0287e05d5b0d9e7976dc2290165916680528,existing_deed:34146939,deed_number
1089,document,21ac7bb0a694760f2b3596cdbf8655f53f3b4da427d2b15dd45f98fe72a07beb,existing_deed:3438447,deed_number
1092,document,50b803045ccd7fe6b6630bdaf4ce67ac144f0bd16175de165a546dced0047d4a,nafa-130-1-34168839,same_legal_identity
1093,document,f31046a3f8478e8adf141b231fb936cc0e94479dd1145f33dcc00a3d35224259,existing_deed:345654,deed_number
1094,document,8ef27a188ca862ccd523b0a028178cab6096ce282bc886c066330982140439d1,existing_case:3499517,case_number
1094,document,7aac6efc334efdb971b1799ccda2037152d6b82868416586051a60bdfab96e50,existing_case:33567132,case_number
1094,document,af5214ffd26f75b881a814f543c4ba0924a39ad0dd7a024cb8bd60e11b2df723,existing_case:34315880,case_number
1094,document,f29533103b6a152a429bb9a7df544baeb198b4dad13dc3725587e49ba0c57dc1,existing_case:3461857,case_number
1094,document,2592d82c7380a11a37dfbf1a08b5d1c5f608d361a45e26ff5719f1e912125e51,existing_case:33525902,case_number
1094,document,dbb217addbf3c58097cd2472ebd28e89a0bb42d3c96fb5885c765fec5028125d,existing_case:33598493,case_number
1094,document,594a7041db2116b88ca6ed454cc13e6cd4907db43662cc58afb801b394230811,existing_case:34284388,case_number
1094,document,a4a9db7c089b683cd017b3231562bb844d0985a9638c876b2bb248f780f9fe2a,existing_case:3329988,case_number
1094,document,82b407496557afb0ac949476cdf690e1ad63c918ff43ae759acfcc26aa23d0fe,existing_case:34144313,case_number
1094,document,4da7ef7df62f937bdb51351ad3a6074a8587879147c50df09d0dd13877609d87,existing_case:33444620,case_number
1094,document,f9651f4bbfa049abc6e2b3201a32b4c32b085d69542a15d89c3bb2052ac20d20,existing_case:34121146,case_number
1094,document,127e5328e6d4b64a848605a2da9f8cbc05fc2a3521f587652e875a0ae773b44f,existing_case:34121828,case_number
1094,document,f51a2d3b72f0670eaacf32855cb82dcd39cb465e9ec4c4a8a3b3dacee83b7101,existing_case:34123638,case_number
